            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2454411.500000000, A.D. 2007-Nov-07 00:00:00.0000,  1.643071200899185E+08, -2.860166987265730E+08, -1.135461687809221E+07,  1.837060501984809E+01,  9.207785012221322E+00, -2.509300768953384E+00,  1.100919738448419E+03,  3.300474344501687E+08,  1.252344478583894E+00,
2454412.500000000, A.D. 2007-Nov-08 00:00:00.0000,  1.658920694585595E+08, -2.852172112842640E+08, -1.157126304290421E+07,  1.831796224136981E+01,  9.298811335427949E+00, -2.505645839510272E+00,  1.101281601933280E+03,  3.301559183937555E+08,  1.258851018811606E+00,
2454413.500000000, A.D. 2007-Nov-09 00:00:00.0000,  1.674724509514290E+08, -2.844098740818277E+08, -1.178759059745635E+07,  1.826486759526359E+01,  9.389492033801982E+00, -2.501925573224694E+00,  1.101645334626062E+03,  3.302649627117795E+08,  1.265316085567784E+00,
2454414.500000000, A.D. 2007-Nov-10 00:00:00.0000,  1.690482256414995E+08, -2.835947170816969E+08, -1.200359390750419E+07,  1.821132373002992E+01,  9.479824785920330E+00, -2.498140221830098E+00,  1.102010924554002E+03,  3.303745638148968E+08,  1.271739539789789E+00,
2454415.500000000, A.D. 2007-Nov-11 00:00:00.0000,  1.706193548310534E+08, -2.827717704459005E+08, -1.221926736064966E+07,  1.815733330528127E+01,  9.569807292971673E+00, -2.494290039294772E+00,  1.102378359704830E+03,  3.304847181019192E+08,  1.278121246364802E+00,
2454416.500000000, A.D. 2007-Nov-12 00:00:00.0000,  1.721858000526458E+08, -2.819410645340987E+08, -1.243460536653343E+07,  1.810289899179664E+01,  9.659437279008356E+00, -2.490375281801596E+00,  1.102747628027899E+03,  3.305954219601535E+08,  1.284461074072943E+00,
2454417.500000000, A.D. 2007-Nov-13 00:00:00.0000,  1.737475230700687E+08, -2.811026299015945E+08, -1.264960235702489E+07,  1.804802347148600E+01,  9.748712491283687E+00, -2.486396207711736E+00,  1.103118717435287E+03,  3.307066717657322E+08,  1.290758895419977E+00,
2454418.500000000, A.D. 2007-Nov-14 00:00:00.0000,  1.753044858793072E+08, -2.802564972973146E+08, -1.286425278640836E+07,  1.799270943725424E+01,  9.837630700542588E+00, -2.482353077523030E+00,  1.103491615802844E+03,  3.308184638839261E+08,  1.297014586464998E+00,
2454419.500000000, A.D. 2007-Nov-15 00:00:00.0000,  1.768566507094816E+08, -2.794026976617683E+08, -1.307855113156578E+07,  1.793695959279988E+01,  9.926189701311939E+00, -2.478246153822426E+00,  1.103866310971187E+03,  3.309307946694445E+08,  1.303228026618188E+00,
2454420.500000000, A.D. 2007-Nov-16 00:00:00.0000,  1.784039800237689E+08, -2.785412621249813E+08, -1.329249189215507E+07,  1.788077665236142E+01,  1.001438731214487E+01, -2.474075701235879E+00,  1.104242790746642E+03,  3.310436604667153E+08,  1.309399098452050E+00,
2454421.500000000, A.D. 2007-Nov-17 00:00:00.0000,  1.799464365203008E+08, -2.776722220044108E+08, -1.350606959078406E+07,  1.782416334041871E+01,  1.010222137583331E+01, -2.469841986377646E+00,  1.104621042902122E+03,  3.311570576101505E+08,  1.315527687515428E+00,
2454422.500000000, A.D. 2007-Nov-18 00:00:00.0000,  1.814839831330354E+08, -2.767956088028433E+08, -1.371927877318022E+07,  1.776712239137259E+01,  1.018968975957518E+01, -2.465545277800441E+00,  1.105001055177967E+03,  3.312709824243965E+08,  1.321613682172390E+00,
2454423.500000000, A.D. 2007-Nov-19 00:00:00.0000,  1.830165830325994E+08, -2.759114542062804E+08, -1.393211400835587E+07,  1.770965654921138E+01,  1.027679035510294E+01, -2.461185845947271E+00,  1.105382815282733E+03,  3.313854312245705E+08,  1.327656973463536E+00,
2454424.500000000, A.D. 2007-Nov-20 00:00:00.0000,  1.845441996271021E+08, -2.750197900818146E+08, -1.414456988876969E+07,  1.765176856717301E+01,  1.036352107877876E+01, -2.456763963105353E+00,  1.105766310893943E+03,  3.315004003164874E+08,  1.333657454989063E+00,
2454425.500000000, A.D. 2007-Nov-21 00:00:00.0000,  1.860667965629202E+08, -2.741206484754981E+08, -1.435664103048401E+07,  1.759346120740810E+01,  1.044987987165872E+01, -2.452279903362367E+00,  1.106151529658814E+03,  3.316158859968758E+08,  1.339615022813823E+00,
