            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR
2454691.5, A.D. 2008-Aug-13 00:00:00.0000,1.17E+08,-9.64E+07,1.85E+03,1.84E+01,2.29E+01,-1.30E-03,5.06E+02,1.52E+08,-3.11E-01
2454692.5, A.D. 2008-Aug-14 00:00:00.0000,1.19E+08,-9.44E+07,1.73E+03,1.81E+01,2.32E+01,-1.45E-03,5.05E+02,1.52E+08,-3.16E-01
2454693.5, A.D. 2008-Aug-15 00:00:00.0000,1.20E+08,-9.24E+07,1.60E+03,1.77E+01,2.35E+01,-1.55E-03,5.05E+02,1.52E+08,-3.20E-01
2454694.5, A.D. 2008-Aug-16 00:00:00.0000,1.22E+08,-9.03E+07,1.46E+03,1.73E+01,2.38E+01,-1.61E-03,5.05E+02,1.51E+08,-3.24E-01
2454695.5, A.D. 2008-Aug-17 00:00:00.0000,1.23E+08,-8.83E+07,1.32E+03,1.69E+01,2.41E+01,-1.61E-03,5.05E+02,1.51E+08,-3.28E-01
2454696.5, A.D. 2008-Aug-18 00:00:00.0000,1.25E+08,-8.62E+07,1.19E+03,1.65E+01,2.44E+01,-1.55E-03,5.05E+02,1.51E+08,-3.32E-01
2454697.5, A.D. 2008-Aug-19 00:00:00.0000,1.26E+08,-8.41E+07,1.06E+03,1.61E+01,2.46E+01,-1.44E-03,5.05E+02,1.51E+08,-3.36E-01
2454698.5, A.D. 2008-Aug-20 00:00:00.0000,1.27E+08,-8.19E+07,9.38E+02,1.56E+01,2.49E+01,-1.27E-03,5.05E+02,1.51E+08,-3.40E-01
2454699.5, A.D. 2008-Aug-21 00:00:00.0000,1.29E+08,-7.98E+07,8.38E+02,1.52E+01,2.52E+01,-1.05E-03,5.05E+02,1.51E+08,-3.44E-01
2454700.5, A.D. 2008-Aug-22 00:00:00.0000,1.30E+08,-7.76E+07,7.58E+02,1.48E+01,2.55E+01,-7.96E-04,5.05E+02,1.51E+08,-3.48E-01
2454701.5, A.D. 2008-Aug-23 00:00:00.0000,1.31E+08,-7.54E+07,7.01E+02,1.44E+01,2.57E+01,-5.22E-04,5.05E+02,1.51E+08,-3.53E-01
2454702.5, A.D. 2008-Aug-24 00:00:00.0000,1.32E+08,-7.31E+07,6.68E+02,1.39E+01,2.60E+01,-2.44E-04,5.04E+02,1.51E+08,-3.59E-01
2454703.5, A.D. 2008-Aug-25 00:00:00.0000,1.34E+08,-7.09E+07,6.58E+02,1.35E+01,2.62E+01,2.05E-05,5.04E+02,1.51E+08,-3.65E-01
2454704.5, A.D. 2008-Aug-26 00:00:00.0000,1.35E+08,-6.86E+07,6.71E+02,1.30E+01,2.64E+01,2.54E-04,5.04E+02,1.51E+08,-3.71E-01
2454705.5, A.D. 2008-Aug-27 00:00:00.0000,1.36E+08,-6.63E+07,7.01E+02,1.26E+01,2.67E+01,4.42E-04,5.04E+02,1.51E+08,-3.78E-01
2454706.5, A.D. 2008-Aug-28 00:00:00.0000,1.37E+08,-6.40E+07,7.45E+02,1.21E+01,2.69E+01,5.70E-04,5.04E+02,1.51E+08,-3.85E-01
2454707.5, A.D. 2008-Aug-29 00:00:00.0000,1.38E+08,-6.17E+07,7.98E+02,1.17E+01,2.71E+01,6.32E-04,5.04E+02,1.51E+08,-3.92E-01
2454708.5, A.D. 2008-Aug-30 00:00:00.0000,1.39E+08,-5.93E+07,8.52E+02,1.12E+01,2.73E+01,6.25E-04,5.04E+02,1.51E+08,-4.00E-01
2454709.5, A.D. 2008-Aug-31 00:00:00.0000,1.40E+08,-5.69E+07,9.04E+02,1.08E+01,2.75E+01,5.52E-04,5.04E+02,1.51E+08,-4.07E-01
2454710.5, A.D. 2008-Sep-01 00:00:00.0000,1.41E+08,-5.46E+07,9.46E+02,1.03E+01,2.77E+01,4.22E-04,5.04E+02,1.51E+08,-4.14E-01
2454711.5, A.D. 2008-Sep-02 00:00:00.0000,1.42E+08,-5.22E+07,9.75E+02,9.81E+00,2.79E+01,2.46E-04,5.03E+02,1.51E+08,-4.21E-01
2454712.5, A.D. 2008-Sep-03 00:00:00.0000,1.42E+08,-4.98E+07,9.88E+02,9.33E+00,2.80E+01,3.52E-05,5.03E+02,1.51E+08,-4.28E-01
2454713.5, A.D. 2008-Sep-04 00:00:00.0000,1.43E+08,-4.73E+07,9.81E+02,8.85E+00,2.82E+01,-1.97E-04,5.03E+02,1.51E+08,-4.34E-01
2454714.5, A.D. 2008-Sep-05 00:00:00.0000,1.44E+08,-4.49E+07,9.53E+02,8.37E+00,2.83E+01,-4.40E-04,5.03E+02,1.51E+08,-4.39E-01
2454715.5, A.D. 2008-Sep-06 00:00:00.0000,1.45E+08,-4.24E+07,9.05E+02,7.89E+00,2.85E+01,-6.82E-04,5.03E+02,1.51E+08,-4.44E-01
2454716.5, A.D. 2008-Sep-07 00:00:00.0000,1.45E+08,-4.00E+07,8.36E+02,7.40E+00,2.86E+01,-9.15E-04,5.03E+02,1.51E+08,-4.49E-01
2454717.5, A.D. 2008-Sep-08 00:00:00.0000,1.46E+08,-3.75E+07,7.47E+02,6.91E+00,2.87E+01,-1.13E-03,5.03E+02,1.51E+08,-4.53E-01
2454718.5, A.D. 2008-Sep-09 00:00:00.0000,1.47E+08,-3.50E+07,6.41E+02,6.42E+00,2.89E+01,-1.32E-03,5.03E+02,1.51E+08,-4.56E-01
2454719.5, A.D. 2008-Sep-10 00:00:00.0000,1.47E+08,-3.25E+07,5.20E+02,5.93E+00,2.90E+01,-1.48E-03,5.02E+02,1.51E+08,-4.59E-01
2454720.5, A.D. 2008-Sep-11 00:00:00.0000,1.48E+08,-3.00E+07,3.87E+02,5.44E+00,2.91E+01,-1.59E-03,5.02E+02,1.51E+08,-4.62E-01
2454721.5, A.D. 2008-Sep-12 00:00:00.0000,1.48E+08,-2.75E+07,2.47E+02,4.94E+00,2.92E+01,-1.66E-03,5.02E+02,1.51E+08,-4.64E-01
2454722.5, A.D. 2008-Sep-13 00:00:00.0000,1.48E+08,-2.49E+07,1.02E+02,4.45E+00,2.93E+01,-1.68E-03,5.02E+02,1.51E+08,-4.65E-01
2454723.5, A.D. 2008-Sep-14 00:00:00.0000,1.49E+08,-2.24E+07,-4.11E+01,3.95E+00,2.93E+01,-1.63E-03,5.02E+02,1.50E+08,-4.66E-01
2454724.5, A.D. 2008-Sep-15 00:00:00.0000,1.49E+08,-1.99E+07,-1.78E+02,3.45E+00,2.94E+01,-1.53E-03,5.02E+02,1.50E+08,-4.67E-01
2454725.5, A.D. 2008-Sep-16 00:00:00.0000,1.49E+08,-1.73E+07,-3.04E+02,2.95E+00,2.95E+01,-1.37E-03,5.02E+02,1.50E+08,-4.67E-01
2454726.5, A.D. 2008-Sep-17 00:00:00.0000,1.50E+08,-1.48E+07,-4.14E+02,2.45E+00,2.95E+01,-1.16E-03,5.02E+02,1.50E+08,-4.67E-01
2454727.5, A.D. 2008-Sep-18 00:00:00.0000,1.50E+08,-1.22E+07,-5.03E+02,1.95E+00,2.96E+01,-9.11E-04,5.01E+02,1.50E+08,-4.68E-01
2454728.5, A.D. 2008-Sep-19 00:00:00.0000,1.50E+08,-9.68E+06,-5.70E+02,1.44E+00,2.96E+01,-6.37E-04,5.01E+02,1.50E+08,-4.68E-01
2454729.5, A.D. 2008-Sep-20 00:00:00.0000,1.50E+08,-7.12E+06,-6.13E+02,9.37E-01,2.96E+01,-3.56E-04,5.01E+02,1.50E+08,-4.69E-01
2454730.5, A.D. 2008-Sep-21 00:00:00.0000,1.50E+08,-4.56E+06,-6.32E+02,4.30E-01,2.97E+01,-8.73E-05,5.01E+02,1.50E+08,-4.70E-01
2454731.5, A.D. 2008-Sep-22 00:00:00.0000,1.50E+08,-2.00E+06,-6.29E+02,-7.73E-02,2.97E+01,1.52E-04,5.01E+02,1.50E+08,-4.72E-01
2454732.5, A.D. 2008-Sep-23 00:00:00.0000,1.50E+08,5.67E+05,-6.07E+02,-5.86E-01,2.97E+01,3.48E-04,5.01E+02,1.50E+08,-4.74E-01
2454733.5, A.D. 2008-Sep-24 00:00:00.0000,1.50E+08,3.13E+06,-5.71E+02,-1.10E+00,2.97E+01,4.88E-04,5.01E+02,1.50E+08,-4.77E-01
2454734.5, A.D. 2008-Sep-25 00:00:00.0000,1.50E+08,5.70E+06,-5.25E+02,-1.61E+00,2.97E+01,5.66E-04,5.00E+02,1.50E+08,-4.80E-01
2454735.5, A.D. 2008-Sep-26 00:00:00.0000,1.50E+08,8.26E+06,-4.75E+02,-2.12E+00,2.96E+01,5.80E-04,5.00E+02,1.50E+08,-4.83E-01
2454736.5, A.D. 2008-Sep-27 00:00:00.0000,1.50E+08,1.08E+07,-4.26E+02,-2.63E+00,2.96E+01,5.30E-04,5.00E+02,1.50E+08,-4.86E-01
2454737.5, A.D. 2008-Sep-28 00:00:00.0000,1.49E+08,1.34E+07,-3.85E+02,-3.14E+00,2.96E+01,4.24E-04,5.00E+02,1.50E+08,-4.90E-01
