            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR
2454545.5, A.D. 2008-Mar-20 00:00:00.0000,-1.66E+08,1.82E+08,7.91E+06,-1.70E+01,-1.43E+01,1.18E-01,8.24E+02,2.47E+08,9.11E-01
2454547.5, A.D. 2008-Mar-22 00:00:00.0000,-1.69E+08,1.80E+08,7.93E+06,-1.67E+01,-1.45E+01,1.06E-01,8.25E+02,2.47E+08,8.79E-01
2454549.5, A.D. 2008-Mar-24 00:00:00.0000,-1.72E+08,1.77E+08,7.95E+06,-1.65E+01,-1.48E+01,9.39E-02,8.25E+02,2.47E+08,8.46E-01
2454551.5, A.D. 2008-Mar-26 00:00:00.0000,-1.75E+08,1.75E+08,7.96E+06,-1.62E+01,-1.51E+01,8.19E-02,8.26E+02,2.48E+08,8.14E-01
2454553.5, A.D. 2008-Mar-28 00:00:00.0000,-1.78E+08,1.72E+08,7.97E+06,-1.59E+01,-1.53E+01,6.98E-02,8.26E+02,2.48E+08,7.81E-01
2454555.5, A.D. 2008-Mar-30 00:00:00.0000,-1.81E+08,1.69E+08,7.99E+06,-1.57E+01,-1.56E+01,5.78E-02,8.27E+02,2.48E+08,7.48E-01
2454557.5, A.D. 2008-Apr-01 00:00:00.0000,-1.83E+08,1.67E+08,7.99E+06,-1.54E+01,-1.59E+01,4.58E-02,8.27E+02,2.48E+08,7.15E-01
2454559.5, A.D. 2008-Apr-03 00:00:00.0000,-1.86E+08,1.64E+08,8.00E+06,-1.51E+01,-1.61E+01,3.37E-02,8.27E+02,2.48E+08,6.82E-01
2454561.5, A.D. 2008-Apr-05 00:00:00.0000,-1.89E+08,1.61E+08,8.01E+06,-1.48E+01,-1.64E+01,2.17E-02,8.28E+02,2.48E+08,6.49E-01
2454563.5, A.D. 2008-Apr-07 00:00:00.0000,-1.91E+08,1.58E+08,8.01E+06,-1.45E+01,-1.66E+01,9.71E-03,8.28E+02,2.48E+08,6.16E-01
2454565.5, A.D. 2008-Apr-09 00:00:00.0000,-1.94E+08,1.55E+08,8.01E+06,-1.43E+01,-1.68E+01,-2.29E-03,8.28E+02,2.48E+08,5.82E-01
2454567.5, A.D. 2008-Apr-11 00:00:00.0000,-1.96E+08,1.53E+08,8.01E+06,-1.40E+01,-1.71E+01,-1.43E-02,8.29E+02,2.48E+08,5.48E-01
2454569.5, A.D. 2008-Apr-13 00:00:00.0000,-1.98E+08,1.50E+08,8.00E+06,-1.37E+01,-1.73E+01,-2.62E-02,8.29E+02,2.49E+08,5.15E-01
2454571.5, A.D. 2008-Apr-15 00:00:00.0000,-2.01E+08,1.47E+08,8.00E+06,-1.34E+01,-1.75E+01,-3.82E-02,8.29E+02,2.49E+08,4.81E-01
2454573.5, A.D. 2008-Apr-17 00:00:00.0000,-2.03E+08,1.43E+08,7.99E+06,-1.31E+01,-1.77E+01,-5.01E-02,8.30E+02,2.49E+08,4.47E-01
2454575.5, A.D. 2008-Apr-19 00:00:00.0000,-2.05E+08,1.40E+08,7.98E+06,-1.28E+01,-1.79E+01,-6.20E-02,8.30E+02,2.49E+08,4.13E-01
2454577.5, A.D. 2008-Apr-21 00:00:00.0000,-2.07E+08,1.37E+08,7.97E+06,-1.25E+01,-1.81E+01,-7.39E-02,8.30E+02,2.49E+08,3.79E-01
2454579.5, A.D. 2008-Apr-23 00:00:00.0000,-2.10E+08,1.34E+08,7.96E+06,-1.22E+01,-1.83E+01,-8.57E-02,8.30E+02,2.49E+08,3.45E-01
2454581.5, A.D. 2008-Apr-25 00:00:00.0000,-2.12E+08,1.31E+08,7.94E+06,-1.18E+01,-1.85E+01,-9.75E-02,8.31E+02,2.49E+08,3.11E-01
2454583.5, A.D. 2008-Apr-27 00:00:00.0000,-2.14E+08,1.28E+08,7.92E+06,-1.15E+01,-1.87E+01,-1.09E-01,8.31E+02,2.49E+08,2.77E-01
2454585.5, A.D. 2008-Apr-29 00:00:00.0000,-2.16E+08,1.24E+08,7.90E+06,-1.12E+01,-1.89E+01,-1.21E-01,8.31E+02,2.49E+08,2.42E-01
2454587.5, A.D. 2008-May-01 00:00:00.0000,-2.17E+08,1.21E+08,7.88E+06,-1.09E+01,-1.91E+01,-1.33E-01,8.31E+02,2.49E+08,2.08E-01
2454589.5, A.D. 2008-May-03 00:00:00.0000,-2.19E+08,1.18E+08,7.86E+06,-1.06E+01,-1.93E+01,-1.44E-01,8.31E+02,2.49E+08,1.74E-01
2454591.5, A.D. 2008-May-05 00:00:00.0000,-2.21E+08,1.15E+08,7.83E+06,-1.02E+01,-1.94E+01,-1.56E-01,8.31E+02,2.49E+08,1.39E-01
2454593.5, A.D. 2008-May-07 00:00:00.0000,-2.23E+08,1.11E+08,7.80E+06,-9.91E+00,-1.96E+01,-1.68E-01,8.31E+02,2.49E+08,1.05E-01
2454595.5, A.D. 2008-May-09 00:00:00.0000,-2.25E+08,1.08E+08,7.77E+06,-9.57E+00,-1.98E+01,-1.79E-01,8.31E+02,2.49E+08,7.03E-02
2454597.5, A.D. 2008-May-11 00:00:00.0000,-2.26E+08,1.04E+08,7.74E+06,-9.24E+00,-1.99E+01,-1.91E-01,8.31E+02,2.49E+08,3.58E-02
2454599.5, A.D. 2008-May-13 00:00:00.0000,-2.28E+08,1.01E+08,7.71E+06,-8.90E+00,-2.01E+01,-2.02E-01,8.31E+02,2.49E+08,1.37E-03
2454601.5, A.D. 2008-May-15 00:00:00.0000,-2.29E+08,9.74E+07,7.67E+06,-8.57E+00,-2.02E+01,-2.14E-01,8.31E+02,2.49E+08,-3.31E-02
2454603.5, A.D. 2008-May-17 00:00:00.0000,-2.31E+08,9.39E+07,7.63E+06,-8.22E+00,-2.04E+01,-2.25E-01,8.31E+02,2.49E+08,-6.76E-02
2454605.5, A.D. 2008-May-19 00:00:00.0000,-2.32E+08,9.03E+07,7.59E+06,-7.88E+00,-2.05E+01,-2.36E-01,8.31E+02,2.49E+08,-1.02E-01
2454607.5, A.D. 2008-May-21 00:00:00.0000,-2.33E+08,8.68E+07,7.55E+06,-7.54E+00,-2.06E+01,-2.47E-01,8.31E+02,2.49E+08,-1.36E-01
2454609.5, A.D. 2008-May-23 00:00:00.0000,-2.35E+08,8.32E+07,7.51E+06,-7.19E+00,-2.08E+01,-2.59E-01,8.31E+02,2.49E+08,-1.71E-01
2454611.5, A.D. 2008-May-25 00:00:00.0000,-2.36E+08,7.96E+07,7.46E+06,-6.84E+00,-2.09E+01,-2.70E-01,8.31E+02,2.49E+08,-2.05E-01
2454613.5, A.D. 2008-May-27 00:00:00.0000,-2.37E+08,7.60E+07,7.41E+06,-6.49E+00,-2.10E+01,-2.81E-01,8.31E+02,2.49E+08,-2.40E-01
2454615.5, A.D. 2008-May-29 00:00:00.0000,-2.38E+08,7.24E+07,7.37E+06,-6.14E+00,-2.11E+01,-2.92E-01,8.31E+02,2.49E+08,-2.74E-01
2454617.5, A.D. 2008-May-31 00:00:00.0000,-2.39E+08,6.87E+07,7.31E+06,-5.78E+00,-2.12E+01,-3.03E-01,8.31E+02,2.49E+08,-3.08E-01
2454619.5, A.D. 2008-Jun-02 00:00:00.0000,-2.40E+08,6.50E+07,7.26E+06,-5.43E+00,-2.13E+01,-3.13E-01,8.30E+02,2.49E+08,-3.42E-01
2454621.5, A.D. 2008-Jun-04 00:00:00.0000,-2.41E+08,6.13E+07,7.21E+06,-5.07E+00,-2.14E+01,-3.24E-01,8.30E+02,2.49E+08,-3.76E-01
2454623.5, A.D. 2008-Jun-06 00:00:00.0000,-2.42E+08,5.76E+07,7.15E+06,-4.71E+00,-2.15E+01,-3.35E-01,8.30E+02,2.49E+08,-4.11E-01
2454625.5, A.D. 2008-Jun-08 00:00:00.0000,-2.43E+08,5.39E+07,7.09E+06,-4.35E+00,-2.16E+01,-3.45E-01,8.30E+02,2.49E+08,-4.45E-01
2454627.5, A.D. 2008-Jun-10 00:00:00.0000,-2.43E+08,5.02E+07,7.03E+06,-3.99E+00,-2.17E+01,-3.56E-01,8.29E+02,2.49E+08,-4.78E-01
2454629.5, A.D. 2008-Jun-12 00:00:00.0000,-2.44E+08,4.64E+07,6.97E+06,-3.62E+00,-2.17E+01,-3.66E-01,8.29E+02,2.49E+08,-5.12E-01
2454631.5, A.D. 2008-Jun-14 00:00:00.0000,-2.45E+08,4.27E+07,6.90E+06,-3.26E+00,-2.18E+01,-3.77E-01,8.29E+02,2.48E+08,-5.46E-01
2454633.5, A.D. 2008-Jun-16 00:00:00.0000,-2.45E+08,3.89E+07,6.84E+06,-2.89E+00,-2.19E+01,-3.87E-01,8.28E+02,2.48E+08,-5.80E-01
2454635.5, A.D. 2008-Jun-18 00:00:00.0000,-2.46E+08,3.51E+07,6.77E+06,-2.52E+00,-2.19E+01,-3.97E-01,8.28E+02,2.48E+08,-6.13E-01
2454637.5, A.D. 2008-Jun-20 00:00:00.0000,-2.46E+08,3.13E+07,6.70E+06,-2.15E+00,-2.20E+01,-4.07E-01,8.28E+02,2.48E+08,-6.47E-01
2454639.5, A.D. 2008-Jun-22 00:00:00.0000,-2.46E+08,2.75E+07,6.63E+06,-1.78E+00,-2.20E+01,-4.17E-01,8.27E+02,2.48E+08,-6.80E-01
2454641.5, A.D. 2008-Jun-24 00:00:00.0000,-2.47E+08,2.37E+07,6.56E+06,-1.41E+00,-2.20E+01,-4.27E-01,8.27E+02,2.48E+08,-7.13E-01
2454643.5, A.D. 2008-Jun-26 00:00:00.0000,-2.47E+08,1.99E+07,6.48E+06,-1.04E+00,-2.21E+01,-4.37E-01,8.27E+02,2.48E+08,-7.46E-01
2454645.5, A.D. 2008-Jun-28 00:00:00.0000,-2.47E+08,1.61E+07,6.40E+06,-6.69E-01,-2.21E+01,-4.47E-01,8.26E+02,2.48E+08,-7.79E-01
2454647.5, A.D. 2008-Jun-30 00:00:00.0000,-2.47E+08,1.22E+07,6.33E+06,-2.96E-01,-2.21E+01,-4.56E-01,8.26E+02,2.48E+08,-8.12E-01
2454649.5, A.D. 2008-Jul-02 00:00:00.0000,-2.47E+08,8.42E+06,6.25E+06,7.84E-02,-2.21E+01,-4.66E-01,8.25E+02,2.47E+08,-8.44E-01
2454651.5, A.D. 2008-Jul-04 00:00:00.0000,-2.47E+08,4.59E+06,6.17E+06,4.53E-01,-2.22E+01,-4.75E-01,8.25E+02,2.47E+08,-8.76E-01
2454653.5, A.D. 2008-Jul-06 00:00:00.0000,-2.47E+08,7.65E+05,6.08E+06,8.28E-01,-2.22E+01,-4.85E-01,8.24E+02,2.47E+08,-9.09E-01
2454655.5, A.D. 2008-Jul-08 00:00:00.0000,-2.47E+08,-3.06E+06,6.00E+06,1.20E+00,-2.22E+01,-4.94E-01,8.24E+02,2.47E+08,-9.41E-01
2454657.5, A.D. 2008-Jul-10 00:00:00.0000,-2.47E+08,-6.89E+06,5.91E+06,1.58E+00,-2.22E+01,-5.03E-01,8.23E+02,2.47E+08,-9.73E-01
2454659.5, A.D. 2008-Jul-12 00:00:00.0000,-2.46E+08,-1.07E+07,5.82E+06,1.96E+00,-2.21E+01,-5.12E-01,8.23E+02,2.47E+08,-1.00E+00
2454661.5, A.D. 2008-Jul-14 00:00:00.0000,-2.46E+08,-1.45E+07,5.73E+06,2.33E+00,-2.21E+01,-5.21E-01,8.22E+02,2.46E+08,-1.04E+00
2454663.5, A.D. 2008-Jul-16 00:00:00.0000,-2.45E+08,-1.84E+07,5.64E+06,2.71E+00,-2.21E+01,-5.29E-01,8.21E+02,2.46E+08,-1.07E+00
2454665.5, A.D. 2008-Jul-18 00:00:00.0000,-2.45E+08,-2.22E+07,5.55E+06,3.09E+00,-2.21E+01,-5.38E-01,8.21E+02,2.46E+08,-1.10E+00
2454667.5, A.D. 2008-Jul-20 00:00:00.0000,-2.44E+08,-2.60E+07,5.46E+06,3.47E+00,-2.20E+01,-5.47E-01,8.20E+02,2.46E+08,-1.13E+00
2454669.5, A.D. 2008-Jul-22 00:00:00.0000,-2.44E+08,-2.98E+07,5.36E+06,3.84E+00,-2.20E+01,-5.55E-01,8.19E+02,2.46E+08,-1.16E+00
2454671.5, A.D. 2008-Jul-24 00:00:00.0000,-2.43E+08,-3.36E+07,5.27E+06,4.22E+00,-2.19E+01,-5.63E-01,8.19E+02,2.45E+08,-1.19E+00
2454673.5, A.D. 2008-Jul-26 00:00:00.0000,-2.42E+08,-3.74E+07,5.17E+06,4.60E+00,-2.19E+01,-5.71E-01,8.18E+02,2.45E+08,-1.22E+00
2454675.5, A.D. 2008-Jul-28 00:00:00.0000,-2.41E+08,-4.11E+07,5.07E+06,4.97E+00,-2.18E+01,-5.79E-01,8.17E+02,2.45E+08,-1.25E+00
2454677.5, A.D. 2008-Jul-30 00:00:00.0000,-2.41E+08,-4.49E+07,4.97E+06,5.35E+00,-2.17E+01,-5.87E-01,8.17E+02,2.45E+08,-1.28E+00
2454679.5, A.D. 2008-Aug-01 00:00:00.0000,-2.40E+08,-4.87E+07,4.87E+06,5.73E+00,-2.17E+01,-5.95E-01,8.16E+02,2.45E+08,-1.31E+00
2454681.5, A.D. 2008-Aug-03 00:00:00.0000,-2.39E+08,-5.24E+07,4.76E+06,6.10E+00,-2.16E+01,-6.02E-01,8.15E+02,2.44E+08,-1.34E+00
2454683.5, A.D. 2008-Aug-05 00:00:00.0000,-2.38E+08,-5.61E+07,4.66E+06,6.48E+00,-2.15E+01,-6.10E-01,8.14E+02,2.44E+08,-1.37E+00
2454685.5, A.D. 2008-Aug-07 00:00:00.0000,-2.36E+08,-5.98E+07,4.55E+06,6.85E+00,-2.14E+01,-6.17E-01,8.14E+02,2.44E+08,-1.40E+00
2454687.5, A.D. 2008-Aug-09 00:00:00.0000,-2.35E+08,-6.35E+07,4.44E+06,7.22E+00,-2.13E+01,-6.24E-01,8.13E+02,2.44E+08,-1.42E+00
2454689.5, A.D. 2008-Aug-11 00:00:00.0000,-2.34E+08,-6.72E+07,4.34E+06,7.60E+00,-2.12E+01,-6.31E-01,8.12E+02,2.43E+08,-1.45E+00
2454691.5, A.D. 2008-Aug-13 00:00:00.0000,-2.33E+08,-7.09E+07,4.23E+06,7.97E+00,-2.11E+01,-6.38E-01,8.11E+02,2.43E+08,-1.48E+00
2454693.5, A.D. 2008-Aug-15 00:00:00.0000,-2.31E+08,-7.45E+07,4.12E+06,8.34E+00,-2.10E+01,-6.45E-01,8.10E+02,2.43E+08,-1.51E+00
2454695.5, A.D. 2008-Aug-17 00:00:00.0000,-2.30E+08,-7.81E+07,4.00E+06,8.71E+00,-2.09E+01,-6.51E-01,8.09E+02,2.43E+08,-1.53E+00
2454697.5, A.D. 2008-Aug-19 00:00:00.0000,-2.28E+08,-8.17E+07,3.89E+06,9.07E+00,-2.07E+01,-6.57E-01,8.08E+02,2.42E+08,-1.56E+00
2454699.5, A.D. 2008-Aug-21 00:00:00.0000,-2.27E+08,-8.53E+07,3.78E+06,9.44E+00,-2.06E+01,-6.64E-01,8.07E+02,2.42E+08,-1.59E+00
2454701.5, A.D. 2008-Aug-23 00:00:00.0000,-2.25E+08,-8.88E+07,3.66E+06,9.81E+00,-2.05E+01,-6.70E-01,8.07E+02,2.42E+08,-1.61E+00
2454703.5, A.D. 2008-Aug-25 00:00:00.0000,-2.23E+08,-9.24E+07,3.55E+06,1.02E+01,-2.03E+01,-6.75E-01,8.06E+02,2.42E+08,-1.64E+00
2454705.5, A.D. 2008-Aug-27 00:00:00.0000,-2.21E+08,-9.58E+07,3.43E+06,1.05E+01,-2.02E+01,-6.81E-01,8.05E+02,2.41E+08,-1.66E+00
2454707.5, A.D. 2008-Aug-29 00:00:00.0000,-2.19E+08,-9.93E+07,3.31E+06,1.09E+01,-2.00E+01,-6.87E-01,8.04E+02,2.41E+08,-1.69E+00
2454709.5, A.D. 2008-Aug-31 00:00:00.0000,-2.18E+08,-1.03E+08,3.19E+06,1.13E+01,-1.98E+01,-6.92E-01,8.03E+02,2.41E+08,-1.71E+00
2454711.5, A.D. 2008-Sep-02 00:00:00.0000,-2.16E+08,-1.06E+08,3.07E+06,1.16E+01,-1.97E+01,-6.97E-01,8.02E+02,2.40E+08,-1.74E+00
2454713.5, A.D. 2008-Sep-04 00:00:00.0000,-2.14E+08,-1.10E+08,2.95E+06,1.20E+01,-1.95E+01,-7.02E-01,8.01E+02,2.40E+08,-1.76E+00
2454715.5, A.D. 2008-Sep-06 00:00:00.0000,-2.11E+08,-1.13E+08,2.83E+06,1.23E+01,-1.93E+01,-7.07E-01,8.00E+02,2.40E+08,-1.78E+00
